ClientID,ClientNaturalKey,FirstName,LastName,DOB,Age,Gender,Province,City,PostalFSA,Segment,PreferredLanguage,DigitalPreference,RiskTier,EmployerID,AdvisorID,JoinDate
CLT013031187,C0133968953,Anna,Bell,1956-05-20,69,F,ON,West Amyview,J9A,Affluent,Bilingual,Call Centre,Med,EMP85412953,ADV2807406,2020-10-07
CLT452475743,C5774134659,Mary,Smith,1955-05-23,70,F,ON,Curtisfort,P9G,Mass,EN,Call Centre,Med,,ADV5025496,2017-06-18
CLT892472782,C6374307603,Donald,King,1990-01-06,35,F,BC,Samuelside,X5L,Mass,EN,App,Low,,ADV2223003,2012-07-23
CLT199860911,C4176265155,Terri,Shelton,1965-01-24,60,F,BC,Port Keith,M4L,Mass,Bilingual,Call Centre,Low,,ADV8891512,2022-08-25
CLT738888589,C1875775442,Jennifer,Reyes,1954-04-01,71,F,ON,Lake Tiffanyville,B4Y,Affluent,EN,Web,Med,,,2024-10-07
CLT246832375,C5102161245,Robert,Davis,1964-06-23,61,F,QC,Rasmussenmouth,V9S,Mass,FR,App,Low,EMP57162254,,2024-08-04
CLT276562186,C1810111760,Charles,Lawrence,1955-03-06,70,M,SK,Lake Jasonmouth,M3R,Mass,EN,Call Centre,Low,EMP87728845,ADV4603208,2011-04-26
CLT993480812,C5204890541,April,Mcclure,1979-07-28,46,F,QC,New Rachelville,E2A,Mass,FR,Advisor,Low,,ADV9813773,2019-09-08
CLT473977708,C5503900596,Michele,Ryan,1966-08-21,59,F,SK,Mariamouth,Y1J,Affluent,FR,Call Centre,High,EMP34198833,ADV1569720,2023-05-02
CLT617165031,C6907972943,Corey,Patterson,1962-12-07,63,F,SK,Port Johnny,S8J,Affluent,Bilingual,App,Low,EMP51353166,ADV7258821,2020-10-17
CLT989439341,C2519250189,Barbara,Brown,1986-02-16,39,F,ON,South Rebecca,K4X,High Net Worth,FR,Web,Low,EMP99663103,,2020-01-08
CLT810888813,C4362264324,Jose,Erickson,1985-09-20,40,F,SK,Steventon,A8S,Affluent,EN,Web,Low,EMP82541401,,2013-12-04
CLT737997750,C8220106264,Tara,Webb,1982-06-06,43,F,ON,New Tyler,X5B,Mass,EN,App,Med,EMP14302539,,2012-03-09
CLT499273464,C7802860984,Rachel,Saunders,1979-11-28,46,M,ON,Jennaland,B5J,Mass,EN,Web,High,EMP08418701,ADV1973400,2019-01-10
CLT602868932,C5996592266,Elizabeth,Diaz,2007-10-14,18,F,AB,Anthonyland,H4T,Mass,EN,App,Low,,,2015-01-15
CLT352313947,C3159038185,Robert,Clark,1959-10-25,66,M,ON,Port Gregory,C2L,Affluent,EN,Advisor,Med,EMP83957878,,2021-06-21
CLT446131171,C0102235190,Brittany,Diaz,1954-08-08,71,F,ON,Herringchester,P2V,Mass,EN,Web,Med,,ADV7635177,2014-06-23
CLT253199558,C7322767086,Christine,Jenkins,1982-02-05,43,M,QC,Johnsonberg,N7R,Mass,EN,App,Med,EMP29674801,ADV3302901,2010-10-28
CLT910338586,C1575650575,James,Williams,1969-01-05,56,M,QC,Rebeccaside,E5C,Affluent,EN,Web,Low,,,2024-07-06
CLT795722590,C9463037013,Katherine,Nelson,1975-10-11,50,M,QC,Port Jamie,P4T,Affluent,FR,Web,Low,,ADV6082853,2022-03-30
CLT528500620,C8407542797,Mark,Rivera,2004-10-14,21,M,ON,Milesmouth,X2T,Mass,EN,App,Low,,ADV2430194,2014-08-01
CLT113785971,C0384634038,Marvin,Thornton,1989-03-14,36,F,AB,Jackburgh,H5V,Mass,EN,Call Centre,High,EMP26826000,ADV0672118,2017-01-24
CLT729801475,C8870261860,Melanie,Anderson,1980-02-21,45,M,QC,Blevinsstad,Y6E,Affluent,FR,Web,Med,EMP15054465,,2023-09-06
CLT066920775,C5382941120,Kyle,James,1958-05-01,67,F,YT,East Breanna,H4V,Affluent,Bilingual,Call Centre,Low,EMP46892960,ADV9568777,2023-01-03
CLT611485693,C0099801276,Patty,Deleon,1974-04-03,51,M,QC,Julieburgh,X1N,Mass,Bilingual,App,Low,,,2010-11-21
CLT461453248,C4690253402,Julie,Lloyd,1948-07-11,77,M,ON,Rodriguezfurt,J6R,Mass,EN,Advisor,Med,,,2025-03-13
CLT486195560,C1879926273,Johnathan,Hutchinson,2007-01-26,18,F,BC,East Megan,A1E,Mass,EN,Web,Low,,,2018-10-16
CLT276346445,C5857174922,Rodney,Sullivan,2004-06-07,21,X/Other,ON,West Scottton,H2A,Mass,EN,Call Centre,Low,EMP00367831,ADV0350665,2013-06-29
CLT256764673,C6819568489,David,Ross,1994-07-11,31,M,BC,East Christopherfurt,X8L,Affluent,EN,App,Low,,ADV7959129,2014-06-01
CLT466429554,C7052008317,Lisa,Ramirez,1962-02-23,63,M,MB,Allenbury,V3A,Mass,FR,Web,Med,EMP68396197,,2019-02-20
CLT739005806,C6455940060,Tiffany,Kennedy,1962-03-30,63,F,ON,Williamville,P6T,Mass,EN,App,Med,EMP23262698,ADV8402053,2020-06-12
CLT303668908,C9068109325,Paul,Fuentes,1979-01-24,46,F,AB,North Christian,B3B,Affluent,EN,App,Med,EMP41392161,ADV2807406,2019-04-18
CLT097900923,C2536055426,Vanessa,Adams,1962-08-09,63,F,ON,Nicholasmouth,G5B,Affluent,Bilingual,Web,Med,,,2017-09-27
CLT210180826,C3214443369,Stephanie,Smith,1953-05-13,72,M,MB,West Darlene,R2P,Affluent,EN,App,Low,,ADV5025496,2021-08-03
CLT280794418,C6956375843,Sherry,Lewis,2006-03-26,19,F,ON,Jesusbury,T9R,Mass,EN,Call Centre,Low,,,2025-05-16
CLT946730187,C4503485635,Kristy,Hale,1972-07-15,53,F,ON,Burchmouth,A9E,Affluent,EN,App,Med,,ADV5569700,2015-01-25
CLT088549834,C8475824522,Chelsea,Skinner,2001-12-02,24,M,AB,New Cynthia,K7G,Mass,EN,Advisor,High,EMP95003718,ADV4126894,2013-08-05
CLT996672928,C5221715410,Linda,Valdez,1953-12-05,72,M,QC,Lorimouth,B4R,Affluent,FR,App,Low,,ADV6992869,2017-12-19
CLT828845505,C7394311325,Scott,Jones,1975-06-23,50,M,BC,East Dawnport,Y6N,Mass,EN,App,Low,,ADV9966141,2018-11-20
CLT654559420,C0943001609,Brianna,Wilcox,1960-05-23,65,F,ON,Weavermouth,N7R,Mass,EN,App,Med,,,2011-08-09
CLT814712662,C1934711658,Samantha,Watson,1954-11-03,71,F,ON,Port Madison,Y6X,Mass,Bilingual,Call Centre,High,EMP81896350,ADV4219528,2012-01-27
CLT572429388,C4533938462,Rebecca,Johnson,1946-08-02,79,F,QC,Daybury,L1T,Mass,FR,Web,Low,EMP34576835,ADV0415549,2019-01-27
CLT190310565,C3478550286,Jennifer,Costa,1966-08-23,59,M,BC,South Brittany,C8V,Mass,EN,Call Centre,Low,EMP99079727,,2023-10-31
CLT474542683,C8361709865,Daniel,Rodriguez,1965-11-23,60,F,ON,West Justin,T9H,Mass,EN,App,Low,EMP60688022,ADV6934932,2014-03-09
CLT482423490,C7014125239,Joseph,Murray,1996-12-29,29,F,ON,East Christopherfurt,N8E,Mass,EN,Call Centre,Med,EMP99079727,ADV5138302,2017-01-22
CLT380515765,C7927921090,Diane,Farley,1995-04-02,30,M,QC,Calvinfurt,Y1P,High Net Worth,EN,App,Low,EMP69847345,ADV1417078,2021-01-24
CLT756001533,C4029110723,Stephanie,Pittman,1950-10-20,75,M,SK,Evansfurt,Y9R,Mass,Bilingual,App,Low,EMP12078835,ADV5020667,2013-05-31
CLT493457796,C7748522304,Jennifer,Bridges,2001-07-30,24,M,MB,East Jorge,L7C,Affluent,EN,App,Low,,ADV6467727,2013-08-03
CLT965542366,C1010189454,Anthony,Smith,1965-07-29,60,F,ON,Barkerchester,M7A,Mass,EN,App,Low,EMP75871044,ADV4590285,2024-11-08
CLT187545548,C6633672001,Edward,Lee,1997-04-12,28,M,QC,Davisborough,J7R,Affluent,Bilingual,App,Low,EMP16817174,,2012-10-24
CLT133008732,C3958801597,Shannon,Glass,1966-12-25,59,F,BC,West Robinview,T9L,Mass,Bilingual,Web,Low,EMP95174839,,2020-03-12
CLT472045518,C4220665777,Anna,Cooper,1977-01-27,48,F,ON,Susanfurt,H5V,Mass,EN,App,Low,,ADV4621030,2011-12-18
CLT679557787,C0185129644,Jacqueline,Moreno,1982-08-19,43,F,ON,Bakerview,B7N,Mass,Bilingual,App,Low,,,2016-03-29
CLT035402307,C5553055591,Bradley,Schmidt,1952-07-19,73,F,ON,Kleinport,M9R,Affluent,Bilingual,Call Centre,Med,,ADV9653463,2020-06-08
CLT378894206,C7036424510,Mark,Frank,1994-06-14,31,F,ON,Monroeside,G8E,High Net Worth,EN,Call Centre,Low,,ADV0545992,2014-08-17
CLT122233596,C2250326776,Nicholas,Romero,2003-07-29,22,M,ON,East John,X5H,Mass,Bilingual,App,Med,,,2020-08-23
CLT611181978,C5161412802,Kathryn,Murphy,1998-12-02,27,M,QC,Smithmouth,N2C,Affluent,FR,App,Low,EMP86171599,ADV8232111,2016-02-10
CLT311844233,C0985190259,Tiffany,Boone,2000-11-09,25,F,MB,Lake Michelletown,B8G,Mass,Bilingual,App,Med,EMP73094099,ADV2948605,2015-04-18
CLT784341020,C1921991331,Thomas,Lambert,1952-12-11,73,F,ON,Nancyborough,P5M,Affluent,EN,Call Centre,Low,,,2018-07-20
CLT029161465,C9380351543,Evan,Warner,1999-01-24,26,M,BC,East Jeromefurt,G7S,Mass,EN,Advisor,Med,EMP17567986,,2010-01-12
CLT727443984,C3320569244,Dalton,Goodwin,1959-07-18,66,M,ON,New Julieville,C4M,Mass,EN,App,Low,EMP85251065,ADV1011456,2011-06-16
CLT792372052,C6547161966,Kristina,Conway,1948-01-12,77,M,AB,Mullinschester,B5V,Mass,EN,Web,Low,,ADV4634425,2011-01-25
CLT514252299,C8308954125,Theresa,Ramirez,2000-10-06,25,F,ON,Simonport,P7R,Mass,EN,App,Med,EMP71017780,ADV6005954,2022-02-22
CLT363108042,C1123203072,Carl,Price,2002-05-09,23,F,BC,West Bradleyhaven,T9T,Mass,EN,Call Centre,Med,EMP97559238,ADV0141358,2020-03-19
CLT715351115,C0634641551,Tina,Farrell,1954-09-28,71,M,ON,Figueroamouth,L7H,Mass,EN,Web,Med,,ADV2948561,2019-10-08
CLT699707776,C7665611571,Diana,Smith,1969-09-14,56,F,NS,Port Michael,E6J,Mass,EN,App,High,EMP72701347,ADV8268953,2023-08-27
CLT656605199,C6692707144,Darin,Patterson,1958-02-23,67,F,QC,Bennettborough,K6H,Affluent,EN,App,Med,,,2014-09-15
CLT184661964,C9743938418,Hayden,Wood,1971-07-29,54,F,ON,Lake James,J7Y,Mass,Bilingual,Web,Low,EMP15314639,ADV1954666,2024-03-22
CLT696686188,C0879970485,Donna,Lewis,1959-04-30,66,M,ON,Grayport,P6T,Affluent,EN,Advisor,Med,,ADV3291949,2018-10-26
CLT715079019,C5529170596,Anthony,Kerr,1974-04-12,51,M,ON,Lake Kathleenborough,M8J,Mass,EN,Web,Low,EMP04185304,ADV1317465,2013-01-10
CLT782680225,C8951697313,Richard,Torres,1992-08-16,33,M,QC,Port Arielville,E7G,Mass,FR,App,Med,EMP14565395,,2017-01-17
CLT232066856,C7223256181,Heather,Thomas,1995-05-02,30,F,ON,Mcdonaldside,B3C,Mass,Bilingual,Advisor,Low,,ADV6777505,2022-09-10
CLT334948362,C7250161278,John,Kim,1983-04-09,42,X/Other,AB,New Matthew,G5R,Mass,EN,App,Med,,ADV2665713,2024-12-01
CLT386447186,C8354197007,Teresa,Grant,1966-12-02,59,F,QC,Johnsonview,H7G,Mass,FR,Web,Med,EMP99703495,,2014-04-15
CLT369339388,C3546892126,Michael,Short,1950-07-03,75,F,QC,Annfurt,G4E,Mass,FR,App,Med,,,2020-08-10
CLT500207648,C2724119144,Joel,Aguilar,2000-01-03,25,F,QC,Kathrynhaven,Y3Y,Mass,FR,Call Centre,Low,,ADV1979345,2014-06-29
CLT153041021,C6655712033,Steven,Murphy,1975-09-07,50,F,AB,Brandibury,M8S,Affluent,Bilingual,Web,Med,,ADV6517091,2023-10-12
CLT674617548,C1141765486,Richard,Dixon,1977-05-12,48,F,ON,New Daniel,H6A,Affluent,EN,App,Low,EMP76605904,ADV5427960,2017-05-16
CLT349155793,C8350403028,Traci,Wallace,1997-10-28,28,F,QC,South Christine,M8S,Mass,EN,Web,Low,,ADV2098858,2011-08-20
CLT131757398,C7991198236,Kathy,Callahan,1958-04-04,67,M,AB,Jacobborough,H9B,Mass,FR,Call Centre,Low,EMP82356989,ADV1876842,2021-03-18
CLT971198868,C5336987808,Nicole,Moore,1962-10-23,63,F,QC,East Christina,B5K,Mass,FR,App,Med,EMP35780123,ADV8455100,2011-08-19
CLT412869870,C3287036113,Brianna,Thomas,1990-08-24,35,M,ON,West Jenniferbury,T9N,Mass,EN,Call Centre,Low,,,2022-09-15
CLT130923606,C3375469348,Melissa,Ibarra,1995-04-06,30,F,ON,South Virginiahaven,L8P,Mass,EN,Web,Med,,ADV0718021,2020-07-04
CLT196373102,C2068671336,Mary,Williams,2005-07-08,20,M,ON,Moralesview,B8M,Mass,EN,App,Med,,,2019-03-13
CLT752631646,C2411390358,Kathleen,Randolph,1996-12-17,29,M,BC,Robertland,M1L,Mass,EN,Advisor,Med,EMP93889385,ADV6992869,2014-04-23
CLT510122978,C0777600884,Joseph,Murray,1952-06-10,73,M,ON,Johnsonchester,C7J,Affluent,EN,App,Med,,ADV6505450,2016-04-05
CLT434836196,C3883168317,Michael,Patel,1990-04-17,35,F,ON,Guerreroville,H7K,High Net Worth,Bilingual,Web,Med,EMP89193336,ADV7450251,2020-05-02
CLT926243145,C0933931754,Michael,Smith,1971-08-29,54,M,ON,Hensleyview,P8C,Mass,EN,Advisor,Low,,ADV2297869,2023-06-05
CLT130630589,C0269000850,Kristi,Warner,2003-10-01,22,F,QC,New Kayleeport,Y5E,Affluent,EN,Advisor,Low,EMP33236597,,2014-05-16
CLT912865805,C6613364652,Kristen,Williams,1969-05-14,56,F,QC,Averyview,N5J,Mass,FR,Web,Low,,ADV4603208,2022-02-16
CLT594582046,C0347809381,Daniel,Haynes,2007-06-06,18,M,ON,South Steven,X6K,Mass,Bilingual,App,Med,,ADV2360049,2016-07-21
CLT472078633,C8462962712,Kimberly,Nash,1976-05-20,49,M,QC,South Davidbury,L9P,Affluent,FR,App,Low,EMP75941099,ADV4724778,2018-04-03
CLT442324358,C1574627792,Anthony,Bryant,1963-07-01,62,M,BC,Lake Haroldborough,E2P,Affluent,EN,App,Low,EMP26826000,,2021-04-05
CLT308195547,C2508462355,Susan,Lewis,1968-09-25,57,M,QC,South Austinmouth,V6M,Mass,EN,App,Low,,ADV4103474,2011-03-12
CLT690121901,C6876051497,Taylor,Carter,1960-08-11,65,F,Unknown,Robinchester,V1K,Mass,EN,Web,Low,EMP50024740,,2010-03-16
CLT423658491,C2127355068,Katelyn,Knight,1954-01-31,71,X/Other,AB,Madisonton,K1P,Mass,FR,Call Centre,Med,EMP20597777,ADV7635177,2015-07-06
CLT131035220,C4576355995,Jose,Decker,1961-11-16,64,F,ON,Lake Dennismouth,P2R,Affluent,EN,App,Med,EMP11764205,ADV5996819,2015-09-14
CLT180772236,C9745681799,Melinda,Collins,2000-07-29,25,F,SK,East Phyllis,V2H,Mass,EN,Advisor,Low,,,2017-06-26
CLT083491964,C0543590626,Jodi,Baker,1970-05-25,55,M,AB,Port Christopherbury,P3C,Mass,EN,App,Low,,,2025-04-18
CLT008478432,C7715773927,Frank,Weaver,1946-04-02,79,F,QC,Lake Anthonyfurt,L6L,Mass,EN,Call Centre,Med,,,2022-12-23
CLT673551579,C2737065699,Lauren,James,1945-10-03,80,F,QC,East Barbaraborough,K6P,Affluent,EN,App,Med,EMP13456680,ADV6090391,2024-07-31
CLT328983262,C5610325246,Mary,Valenzuela,1974-01-12,51,F,MB,North Elizabethshire,E3J,Affluent,Bilingual,Web,High,EMP82712226,ADV6940993,2024-03-22
CLT733831736,C4148718869,Stacy,Gates,1956-11-07,69,M,QC,New Jeffrey,K9C,Mass,EN,Web,Low,EMP11080369,ADV2038174,2022-09-06
CLT600803715,C5910445779,Tamara,Lambert,1983-02-26,42,M,QC,Port Sheilaview,B3S,Affluent,EN,Call Centre,Med,EMP37203518,ADV7222382,2024-02-15
CLT157225757,C2562533447,Joseph,Becker,1973-07-03,52,M,ON,North Andrew,J1S,Affluent,EN,App,Low,EMP43930471,,2022-09-28
CLT419702408,C0924790654,Patricia,Faulkner,1976-02-11,49,F,AB,Freemanview,C9B,High Net Worth,EN,Web,Med,EMP35045382,ADV3488583,2014-02-16
CLT123924610,C4115737168,Thomas,Murray,1955-02-14,70,F,MB,East Julieview,C2J,Mass,EN,App,Med,,,2025-03-06
CLT013995905,C0169601117,Megan,Wilkerson,1952-09-24,73,F,QC,Jenniferton,G1C,High Net Worth,FR,Web,Low,EMP98028082,ADV0904734,2015-01-11
CLT415474424,C2910827579,Makayla,Lawson,1960-01-28,65,F,QC,East Annchester,K9C,Mass,EN,App,High,,ADV2961811,2018-06-09
CLT053238783,C1415935110,Christian,Torres,1951-01-17,74,M,BC,Meyersmouth,C5G,Affluent,EN,App,Low,,ADV7984705,2014-10-05
CLT306096469,C3608614587,Benjamin,Ellis,1977-04-02,48,F,BC,Tamarafurt,X1M,Mass,EN,Call Centre,Low,,ADV7793302,2016-06-22
CLT178565192,C8203894352,Lisa,Stevenson,1981-07-22,44,M,BC,East John,B8L,Mass,EN,Web,Low,EMP69412871,,2019-01-03
CLT390452652,C1096743995,Amy,Delacruz,1961-04-16,64,F,Unknown,East Daniel,J2R,Mass,FR,Advisor,Med,,ADV0362174,2016-12-08
CLT227577886,C9210380715,Timothy,Mosley,1967-07-18,58,X/Other,ON,Jamesfort,H9K,Mass,FR,App,Med,EMP21716601,ADV7303769,2016-12-12
CLT369348513,C8450955117,Maria,Stewart,1993-04-06,32,M,ON,Morrisburgh,H5M,Affluent,Bilingual,Advisor,Med,EMP62209172,,2023-12-05
CLT249897564,C9849605466,Stephanie,Fitzpatrick,1981-01-21,44,F,BC,Thomasstad,M2E,Mass,EN,Web,Med,EMP35921280,ADV8520575,2015-01-19
CLT015620038,C3416559121,Duane,Brooks,1960-07-14,65,F,MB,North Christopher,J1A,Mass,Bilingual,Advisor,Low,,,2015-11-06
CLT498892997,C4648009392,Billy,Bullock,1988-11-12,37,F,ON,Lawrencebury,P5B,Affluent,FR,Web,Med,EMP32351877,,2011-07-30
CLT126084023,C5903643731,Brian,Chavez,1999-07-07,26,M,BC,New Janicefurt,G7B,Affluent,Bilingual,App,Low,,,2016-03-20
CLT663683313,C5208064466,Joseph,Page,1983-02-13,42,F,QC,Powellchester,M3K,Mass,FR,Web,Low,,ADV6047743,2022-01-16
CLT271572065,C2622992344,Shawn,Caldwell,1979-05-20,46,X/Other,QC,Toddstad,Y8N,Affluent,FR,Web,Low,EMP97447314,ADV4781631,2019-05-01
CLT581145962,C2185260577,John,Shannon,2007-08-03,18,M,ON,Johnbury,T7L,Mass,EN,App,Med,,ADV9966141,2020-06-29
CLT848275591,C6395721987,Dawn,Torres,2001-11-19,24,F,MB,New Calvin,R1K,Mass,EN,App,Med,,ADV4338714,2022-10-11
CLT318882247,C2240417107,Daniel,Castillo,1974-06-11,51,M,ON,North Robert,X8X,Mass,EN,App,Low,,ADV7296707,2018-06-05
CLT797926519,C6062941012,Christopher,Ross,2004-06-27,21,M,ON,New Benjamin,L2H,Mass,EN,Advisor,Low,,,2023-03-26
CLT182264396,C3748349798,Sheri,Taylor,1979-03-12,46,M,AB,Lake Nancy,E4N,Mass,Bilingual,Advisor,Low,,ADV1220938,2017-12-30
CLT678149802,C0008787704,Megan,Rodriguez,2004-08-01,21,F,BC,Dawnstad,B4L,Affluent,FR,Advisor,Low,,ADV7984705,2020-08-01
CLT258415269,C9501378766,Douglas,Franklin,1977-05-24,48,M,ON,Victorburgh,E9M,Mass,EN,App,Low,EMP27571824,ADV6297959,2020-08-31
CLT695891620,C5870951385,Christopher,Walters,1984-11-02,41,M,ON,Tuckerton,C5N,High Net Worth,EN,Call Centre,Low,EMP69487327,ADV6090391,2017-05-18
CLT211094137,C8052700489,Dale,Thomas,1945-09-04,80,F,ON,Davisstad,P1C,Mass,FR,App,Low,,,2021-10-09
CLT601590804,C3029661867,James,Little,1998-12-30,27,F,ON,Port Josehaven,X2X,Mass,Bilingual,App,Med,EMP54097599,,2021-06-23
CLT249263602,C3404708575,Janet,Wagner,1980-07-31,45,F,BC,Johnbury,Y5E,Affluent,EN,Call Centre,Med,,,2013-03-25
CLT979614865,C6755227267,Carrie,Kim,1945-03-20,80,M,QC,New Candicechester,B2T,Affluent,FR,App,Low,EMP07009878,ADV9634525,2011-12-04
CLT819198440,C5531171392,Kaitlin,Rogers,1973-03-10,52,M,QC,Port Alicia,C7C,Affluent,FR,Advisor,Low,EMP63903139,,2017-11-29
CLT327183837,C3141603746,Anthony,Sanchez,1967-12-08,58,M,AB,New Josephbury,B4P,Mass,Bilingual,App,High,EMP58902408,ADV1523224,2024-03-22
CLT695360960,C3971833645,Ellen,Galvan,1992-07-12,33,M,MB,Amandahaven,J3V,Mass,EN,Web,Med,EMP81322331,ADV0194139,2014-05-02
CLT106615446,C6510508767,Chelsea,Clark,1994-11-13,31,M,ON,Scottmouth,Y9L,Mass,EN,App,Low,EMP49602753,ADV2263711,2011-11-25
CLT891951934,C3088670225,Rebecca,Christian,1998-05-10,27,M,MB,West Leahton,J3R,Mass,EN,Web,Med,,ADV5876819,2019-04-02
CLT951083009,C6248319896,Gary,Lopez,1964-12-09,61,M,NL,New Kellyborough,V3C,Mass,Bilingual,App,Low,,ADV0718021,2010-07-21
CLT555496680,C6168680614,Jeffrey,Jenkins,1965-08-07,60,M,SK,New Timtown,H7A,Mass,EN,Call Centre,Low,EMP84666210,ADV1176583,2017-04-27
CLT380317826,C0656619409,Marc,King,2002-10-13,23,F,QC,Lake Benjamin,E6B,Mass,FR,App,Med,EMP98100512,ADV7725926,2023-12-09
CLT799407545,C8770380006,Lisa,Roberts,1949-05-17,76,M,QC,Wrightshire,J3J,Mass,FR,App,Low,EMP05989189,ADV8268953,2021-07-12
CLT623346027,C7392343059,Samuel,Robles,1950-11-27,75,F,ON,Greenberg,C2A,Mass,EN,Call Centre,Low,,ADV3667233,2019-08-15
CLT077364219,C3981996931,Susan,Oconnor,1975-02-17,50,M,SK,Josephchester,K7X,Mass,EN,Advisor,Med,EMP66725886,ADV3151962,2021-08-28
CLT881965323,C1084435445,Mary,Weaver,1991-12-13,34,M,AB,North Jonathanfurt,A4Y,Mass,EN,Call Centre,High,,,2020-06-22
CLT179981785,C2706156599,Ryan,Black,1995-02-02,30,F,QC,Kaylaview,K2N,High Net Worth,FR,App,Med,EMP58902408,,2016-03-07
CLT538760959,C9291332772,Diana,House,1989-01-18,36,F,ON,Chenstad,T5G,Mass,FR,Call Centre,Low,,ADV0376273,2015-02-10
CLT657240730,C6693130791,Amanda,Barnes,1988-07-22,37,M,NS,Port David,P6T,Affluent,EN,App,Low,EMP15564467,ADV2095732,2024-03-15
CLT722163537,C8665182981,Christina,Gonzalez,1958-10-31,67,M,QC,Richardsburgh,Y6G,Mass,FR,App,Low,,,2016-05-09
CLT374042417,C4281297609,Scott,Brown,1979-05-18,46,F,NS,West Jeanside,P8G,Mass,Bilingual,App,Low,EMP22123738,ADV0110156,2022-05-03
CLT619320204,C1959421562,Joseph,Abbott,1993-01-03,32,M,AB,Chenport,E3P,Mass,EN,Call Centre,Low,,,2013-03-02
CLT638936422,C3414392677,Pamela,Garcia,1961-10-09,64,M,ON,Woodsland,V3E,Mass,EN,Web,High,EMP95109311,ADV4830916,2014-02-07
CLT516835974,C4745533813,George,Guzman,2001-06-17,24,F,Unknown,Port Joshua,A7Y,Mass,Bilingual,Web,Low,EMP11386421,,2015-01-31
CLT805215777,C4511651468,Reginald,Scott,1946-04-10,79,M,ON,Shannonchester,Y4N,Mass,EN,Web,Med,EMP85753667,ADV4593858,2020-08-26
CLT241684336,C0373116427,Michael,Ortega,1958-03-07,67,X/Other,BC,Davishaven,C6G,Mass,EN,Call Centre,Med,,ADV1467739,2019-07-18
CLT642430486,C1690437376,Kylie,Berry,2003-08-29,22,F,QC,Port Rickey,K8Y,Mass,FR,Advisor,Low,,ADV4200602,2012-12-15
CLT182657727,C7779821144,Jordan,Ross,1981-10-29,44,M,MB,Laurentown,P8L,Mass,EN,App,Med,,ADV5842097,2019-03-25
CLT531544671,C7617684328,Christine,Lee,1996-06-28,29,M,QC,New Brenda,V4G,Affluent,FR,Web,Low,EMP81596933,ADV5351871,2023-01-18
CLT295496841,C2640593250,Cynthia,Blankenship,1988-11-12,37,M,ON,Johnsontown,V3H,Mass,Bilingual,Web,Med,,,2013-04-22
CLT785412916,C3445443731,Travis,Hall,1975-08-17,50,F,ON,Valentinefurt,G6B,Affluent,EN,Web,Low,EMP17039132,ADV1084026,2024-02-12
CLT649692779,C6804007908,Robin,Paul,2007-01-22,18,F,ON,New David,P2B,Affluent,EN,Web,Med,,,2024-10-05
CLT438723759,C2345124542,Xavier,Heath,1954-09-02,71,F,QC,Evanmouth,H6Y,Affluent,FR,Call Centre,Med,EMP15240344,ADV6220712,2023-07-23
CLT693717458,C2332248015,Nicholas,Allen,1948-07-10,77,F,ON,Bradleyborough,P6K,Mass,EN,Web,Low,,,2025-01-06
CLT125454096,C7231833713,Ruth,Watkins,1953-09-22,72,M,BC,Cruzfurt,L5S,Affluent,EN,App,Low,EMP38247990,,2020-04-17
CLT611504885,C3719391209,Mark,Richardson,1980-07-22,45,M,ON,Port Lisa,X5N,Mass,EN,Web,Low,EMP50547896,ADV0588323,2021-01-30
CLT201257481,C6800593987,Debra,Foster,2001-06-30,24,M,ON,Danielbury,Y6J,Mass,EN,Web,Low,EMP96776708,ADV5836689,2022-12-21
CLT460997721,C9669315719,Gavin,Floyd,2002-09-07,23,M,QC,East Cindy,V1L,Mass,FR,Call Centre,Low,EMP90698319,,2016-04-11
CLT215968961,C8492848917,Regina,Avila,2007-04-22,18,M,QC,Charlesmouth,J6R,Affluent,FR,Call Centre,Low,EMP10671933,ADV0280549,2023-07-18
CLT955961792,C3571765239,Dominique,Hutchinson,1951-10-08,74,M,BC,Farrellville,P3T,Affluent,FR,App,Med,,ADV4355340,2015-10-31
CLT417146839,C8586590714,Roger,Hines,1973-03-21,52,M,ON,Lake Sarahfort,C9V,Mass,Bilingual,App,Low,EMP33017312,ADV6267338,2011-04-27
CLT011730726,C5579193443,Andre,Davies,1954-02-10,71,F,ON,Port Wendyfurt,Y9B,Mass,EN,Web,Low,EMP83812210,ADV6028993,2011-06-14
CLT516838221,C4701536038,Megan,Ryan,1958-05-13,67,F,AB,West Susanport,P2H,Mass,Bilingual,App,Low,EMP00318229,ADV4590285,2023-02-21
CLT226152185,C2025599318,Christine,Johnson,1999-03-18,26,F,ON,East Robin,V6C,Affluent,EN,App,Low,EMP97394541,,2025-04-02
CLT269226461,C8181627886,Jennifer,Hughes,1966-07-24,59,F,SK,Darrylshire,H5S,Mass,Bilingual,Web,High,EMP42923952,ADV1914496,2021-05-24
CLT902653936,C5892116540,Charles,Smith,2007-07-28,18,M,NL,Ashleyville,R4R,Mass,EN,App,Low,EMP99037813,ADV5412186,2015-04-30
CLT447337042,C2439469501,Christian,Gonzalez,1987-01-01,38,F,ON,New Michaelville,L6S,Affluent,EN,App,Med,,ADV2961811,2018-07-28
CLT454991637,C2405757589,Cynthia,Smith,1952-09-01,73,F,ON,North Melissastad,E2G,Mass,EN,App,Med,,ADV1812431,2019-04-14
