AdvisorID,AdvisorName,Channel,Province,Region,StartDate,ActiveFlag,Email
ADV3018307,Shelby Lozano,Independent Advisor,ON,Central,2012-07-27,1,hsanders@mendoza-reid.com
ADV5483576,William Alvarado,Independent Advisor,ON,Central,2016-08-08,1,mcleanalan@gmail.com
ADV2671161,Miss Christina Cook,Career Sales Force,ON,Central,2008-06-06,1,pamelabraun@gmail.com
ADV8196423,George Becker,Career Sales Force,ON,Central,2013-09-23,1,erinspencer@boyd.com
ADV7725926,Joseph Hicks,Group Plan Sponsor,ON,Central,2014-04-04,1,annallison@yahoo.com
ADV1812431,Colin Bush,Independent Advisor,BC,West,2020-06-12,1,wilkinsclaire@gmail.com
ADV6090391,Andrew Smith,Independent Advisor,ON,Central,2020-06-08,1,hubernathan@gmail.com
ADV0708482,Jeffrey Oconnor,Independent Advisor,MB,Central,2009-03-06,1,stacy13@fields.org
ADV1979345,Joseph Ingram,Career Sales Force,ON,Central,2023-07-01,1,juan32@jones.com
ADV4236032,James Kramer,Career Sales Force,ON,Central,2010-10-25,1,claudia34@yahoo.com
ADV0141358,Selena Dennis,Independent Advisor,ON,Central,2019-06-30,0,bentonjames@reyes.org
ADV0414474,Anthony Lopez,Independent Advisor,BC,West,2013-11-07,1,acharles@gmail.com
ADV9100310,Michael Huffman,Bank/Partner,ON,Central,2017-10-04,1,kimstokes@hotmail.com
ADV2980924,Samuel Rodriguez,Independent Advisor,QC,East,2015-07-27,1,nchristian@hotmail.com
ADV3477567,Jennifer Weiss,Independent Advisor,ON,Central,2018-10-08,1,joshua80@hotmail.com
ADV1317465,Nicholas Kline,Bank/Partner,NL,East,2016-09-13,1,samuel50@krueger.biz
ADV2192139,Haley White,Career Sales Force,ON,Central,2011-08-10,1,mortiz@becker.org
ADV2948605,Russell Mccarthy,Independent Advisor,ON,Central,2016-06-14,1,shanebrown@yahoo.com
ADV4251680,Deborah Williams,Independent Advisor,AB,West,2015-05-31,1,bhorn@hotmail.com
ADV4603208,Calvin Gould,Career Sales Force,ON,Central,2011-03-04,1,justinmartin@gmail.com
ADV4758963,Anthony Jordan,Career Sales Force,ON,Central,2010-06-10,1,brownmichelle@hotmail.com
ADV4845196,Morgan Koch,Career Sales Force,AB,West,2010-11-12,1,dmiller@yahoo.com
ADV3541888,Michael Ayala,Career Sales Force,ON,Central,2023-09-20,1,carloswalker@roberts.com
ADV3207388,Nathaniel Young,Independent Advisor,ON,Central,2015-01-12,1,ajones@sims-hill.biz
ADV1914496,Robert Collins,Career Sales Force,QC,East,2020-04-02,1,amy87@burns.com
ADV8588843,Jennifer Nash,Independent Advisor,ON,Central,2016-06-08,1,campbellstephanie@yahoo.com
ADV9795977,Erica Soto,Career Sales Force,MB,Central,2019-07-19,1,gonzalezsamuel@sharp.org
ADV1577933,Dylan Chan,Career Sales Force,QC,East,2017-03-24,1,monicadavid@jackson-cannon.com
ADV9913917,Scott Morris,Career Sales Force,QC,East,2013-02-14,1,williamsmeghan@hotmail.com
ADV1176583,Karen Jimenez,Career Sales Force,ON,Central,2018-02-28,1,keithmathis@yahoo.com
ADV5673645,Elaine Brooks,Group Plan Sponsor,BC,West,2011-05-24,1,jasonblanchard@stone.com
ADV8369795,Jessica Johnson,Career Sales Force,BC,West,2021-02-10,1,jgamble@yahoo.com
ADV2962328,Eric Hunter,Career Sales Force,ON,Central,2014-06-20,1,devin94@yahoo.com
ADV0750677,Melanie Goodwin,Career Sales Force,MB,Central,2009-06-19,1,duffyjonathon@lowe-weber.com
ADV5310360,Michael Harris,Independent Advisor,QC,East,2016-09-07,1,hsolomon@hotmail.com
ADV9529192,James Moreno,Independent Advisor,AB,West,2023-05-18,1,garciakristen@goodman.org
ADV3492932,Heather Graves,Bank/Partner,ON,Central,2009-05-25,1,davisjoshua@larson.org
ADV6631350,Jennifer Reynolds,Independent Advisor,ON,Central,2012-07-14,1,fleblanc@yahoo.com
ADV0904734,Jacob Clayton,Independent Advisor,BC,West,2023-12-23,1,hillmichael@flores.com
ADV0768830,Heidi Bennett,Independent Advisor,AB,West,2009-03-18,1,josephjohnson@gmail.com
ADV3151962,Andrea Tucker,Bank/Partner,ON,Central,2019-10-15,1,gonzalesmarie@hood.biz
ADV9741357,Steven Miller,Independent Advisor,ON,Central,2017-01-23,1,ashley69@andrade.com
ADV2722414,Kara Martinez,Career Sales Force,AB,West,2018-10-02,1,james36@gordon.com
ADV3273676,Michelle Wilson,Independent Advisor,ON,Central,2013-02-19,0,bakerdebra@yahoo.com
ADV2822836,Wendy Porter,Bank/Partner,ON,Central,2015-07-24,1,ryanhendrix@casey-lopez.org
ADV0687582,Leah Perez,Independent Advisor,QC,East,2016-07-04,1,miguelyang@hunter.com
ADV3067771,Stephanie Horton,Group Plan Sponsor,ON,Central,2022-09-16,1,flee@gmail.com
ADV6724947,Daniel Taylor,Digital/Direct,ON,Central,2020-11-01,1,nicole09@hotmail.com
ADV5666792,Thomas Rivera,Career Sales Force,ON,Central,2012-07-10,1,allenlaura@yahoo.com
ADV9653463,Matthew Ray,Bank/Partner,SK,West,2021-06-18,1,jean05@long.com
ADV2846008,Marcus Rivera,Independent Advisor,ON,Central,2021-03-02,1,ramirezcarrie@hamilton.com
ADV1794849,Laurie Hanna,Independent Advisor,BC,West,2015-05-15,1,kellystephen@meyer.org
ADV2437080,Caitlyn Pineda,Independent Advisor,NL,East,2019-09-09,1,diazlinda@gmail.com
ADV3514980,Emily Spencer,Digital/Direct,BC,West,2022-03-31,1,xsanders@wilson.com
ADV5506562,David Wright,Independent Advisor,QC,East,2022-01-06,1,mgraves@hall.org
ADV2771258,Jennifer Rogers,Independent Advisor,QC,East,2017-07-03,1,erik52@delgado-barron.org
ADV2286979,Brian Martin,Career Sales Force,ON,Central,2008-04-21,1,gutierreztodd@brown.com
ADV1220760,Chris Jordan,Independent Advisor,QC,East,2018-04-20,1,daniel58@hotmail.com
ADV1144292,Terry Morales II,Digital/Direct,NS,East,2018-12-18,1,hbeasley@wilson.com
ADV5438904,Joel Simmons,Independent Advisor,AB,West,2023-07-20,1,pchapman@yahoo.com
ADV1464332,Erica Adams,Career Sales Force,QC,East,2021-09-23,1,tholden@rowland.com
ADV3360056,Nathan Mendoza DDS,Digital/Direct,ON,Central,2011-09-19,1,james55@gmail.com
ADV2263711,Jessica Wolfe,Bank/Partner,MB,Central,2013-10-02,0,michaelholloway@yahoo.com
ADV5375311,Wesley Williams,Independent Advisor,ON,Central,2018-07-04,1,ramseyjessica@oliver-ford.com
ADV7258821,Megan Gates,Career Sales Force,AB,West,2019-02-06,1,taylor16@gmail.com
ADV7635177,James Smith,Independent Advisor,ON,Central,2016-07-09,1,olsonmichael@welch.com
ADV2430194,Benjamin James,Career Sales Force,BC,West,2020-01-17,1,allenmichelle@hayes.com
ADV1039394,Michael Cervantes,Career Sales Force,AB,West,2021-01-14,0,saralyons@smith.com
ADV7700991,Brian Ortega,Independent Advisor,QC,East,2023-05-09,1,qpetersen@hotmail.com
ADV6992869,Brooke Nelson,Digital/Direct,ON,Central,2012-08-12,1,laurenhamilton@hotmail.com
ADV1603048,Jason Doyle,Independent Advisor,AB,West,2015-03-07,1,thompsondana@hotmail.com
ADV6343720,Heather Melton,Digital/Direct,ON,Central,2012-08-15,0,salazarmichelle@gomez.com
ADV5842097,Leslie Carroll,Digital/Direct,ON,Central,2012-06-25,0,martinezbobby@hotmail.com
ADV1013818,Sharon Hayes,Career Sales Force,QC,East,2013-03-21,1,danielmartinez@hughes-roberts.com
ADV0729422,Dwayne Douglas,Career Sales Force,QC,East,2017-09-05,1,kelly09@davila.com
ADV8437564,Keith Leon,Independent Advisor,BC,West,2008-01-03,1,zcollier@hotmail.com
ADV0005578,Matthew Allen,Bank/Partner,ON,Central,2022-06-27,1,shannonhall@gmail.com
ADV1996511,Lisa Moreno,Independent Advisor,QC,East,2008-12-12,1,bwilson@yahoo.com
ADV0641106,Patricia Shaw,Independent Advisor,MB,Central,2022-01-06,1,chall@yahoo.com
ADV6610177,Reginald Hernandez,Independent Advisor,ON,Central,2016-10-27,1,christopherjohnson@lindsey.com
ADV2038174,Clayton Sutton,Independent Advisor,QC,East,2021-03-24,1,pamela24@vaughn.com
ADV1956036,Ronald Becker,Independent Advisor,BC,West,2018-06-19,1,hughespamela@thompson.com
ADV6069729,Jennifer James,Career Sales Force,MB,Central,2008-03-14,0,ashley85@martin.com
ADV6019204,Carrie Webster,Career Sales Force,QC,East,2017-03-22,1,jasonwilliams@hotmail.com
ADV5569700,Clinton Frank,Career Sales Force,AB,West,2018-09-04,1,awise@gmail.com
ADV0339308,Terry Simmons,Digital/Direct,ON,Central,2012-03-22,0,sean17@martinez.net
ADV2978816,Sara Sanchez,Digital/Direct,ON,Central,2012-11-05,1,shawn35@gmail.com
ADV4675396,Mr. Ryan Mcintosh,Bank/Partner,SK,West,2015-08-11,1,richardgilbert@gmail.com
ADV8283483,Kayla Villanueva,Career Sales Force,MB,Central,2022-06-30,1,valdeztracy@patel.org
ADV2993320,Vanessa Jefferson,Independent Advisor,QC,East,2013-06-09,1,jarviscrystal@hotmail.com
ADV5281656,Bryan Drake,Career Sales Force,QC,East,2013-05-14,1,jennifer70@gmail.com
ADV1463853,Jennifer Wang,Independent Advisor,QC,East,2017-11-08,1,kboyd@hotmail.com
ADV0144871,Catherine Ortiz,Career Sales Force,ON,Central,2016-12-03,1,zsanders@hotmail.com
ADV5416504,Melissa Gibson,Bank/Partner,MB,Central,2014-11-26,1,timothygoodman@alvarado.biz
ADV7331296,Bruce Lee,Career Sales Force,AB,West,2018-05-22,1,tammiechan@yahoo.com
ADV1414165,Douglas Wright,Independent Advisor,QC,East,2021-02-13,1,roberthumphrey@gmail.com
ADV6422244,Scott Scott,Group Plan Sponsor,ON,Central,2014-10-10,1,afischer@bell.com
ADV6028993,Elizabeth Rivers,Independent Advisor,ON,Central,2020-07-03,1,joneswendy@yahoo.com
ADV1119887,Kyle Simmons,Career Sales Force,ON,Central,2008-08-30,1,jennifer82@thomas-green.net
ADV3488583,Peggy Hubbard,Digital/Direct,BC,West,2021-03-06,1,austinwright@lane.org
ADV4837422,Joseph White,Independent Advisor,QC,East,2020-04-27,1,amanda97@hotmail.com
ADV6437009,Laurie Bell,Independent Advisor,ON,Central,2022-10-01,1,schultzwesley@fernandez.net
ADV6505450,Jesus Dixon,Independent Advisor,QC,East,2020-04-22,1,michelle97@hotmail.com
ADV5520976,Christopher Glover,Digital/Direct,NB,East,2010-12-14,1,donnamullen@jones.net
ADV7614829,Kevin Ryan,Independent Advisor,ON,Central,2015-04-22,1,lisa38@hotmail.com
ADV0336126,Amy Richardson,Independent Advisor,QC,East,2011-08-10,1,andrewhurst@sanchez.com
ADV2883533,Jaclyn Camacho,Independent Advisor,QC,East,2008-10-27,1,mirandamiller@walker.com
ADV6212923,Seth Cummings,Career Sales Force,ON,Central,2014-08-22,1,logan01@thompson.info
ADV6121997,Maria Bush,Bank/Partner,QC,East,2009-11-10,1,martinezwilliam@brown.org
ADV2668171,Andrew Hudson,Career Sales Force,QC,East,2020-03-19,1,mckaymallory@hotmail.com
ADV5801806,Nicholas Wright,Independent Advisor,ON,Central,2022-09-21,1,coreywilson@yahoo.com
ADV5388301,Bob Williams,Independent Advisor,ON,Central,2021-04-27,1,erica91@hotmail.com
ADV1956287,Christine Bernard,Career Sales Force,AB,West,2020-06-19,1,ohenson@price.com
ADV7465353,Cindy Clark,Independent Advisor,ON,Central,2016-06-22,1,joshuarivers@hamilton-chambers.com
ADV9777492,Derek Tucker,Independent Advisor,QC,East,2021-09-25,1,sara56@hotmail.com
ADV5025496,Margaret English,Career Sales Force,QC,East,2011-01-02,1,wtyler@yahoo.com
ADV4467255,Luke Davis,Career Sales Force,AB,West,2008-02-10,1,solismichael@norris.com
ADV0952669,Luis Diaz,Digital/Direct,BC,West,2017-04-03,1,lawsontravis@hotmail.com
ADV0415549,Andrea Morales,Group Plan Sponsor,AB,West,2019-01-23,0,elizabeth10@hotmail.com
ADV5402849,Michael Marshall,Independent Advisor,QC,East,2021-03-28,1,erica42@brennan-parsons.com
ADV5545004,Ashley Snyder,Career Sales Force,QC,East,2020-11-17,1,robertho@long-bennett.com
ADV5542760,Brianna Johnson,Career Sales Force,ON,Central,2016-12-16,1,george26@smith-burns.org
ADV4772964,Kara Ali,Career Sales Force,ON,Central,2012-04-26,1,alexandercooper@meyer.com
ADV6821408,Brittany Moore,Independent Advisor,QC,East,2021-06-15,1,lanekimberly@watts.com
ADV9690642,Heather Ortiz,Digital/Direct,ON,Central,2008-08-14,1,lhurley@gmail.com
ADV3561690,Mary Farmer,Independent Advisor,QC,East,2008-08-07,1,kylehoover@yahoo.com
ADV8637670,Sally Brown,Career Sales Force,ON,Central,2020-11-09,1,kelly69@carlson-west.info
ADV0632471,Lauren Shepard,Group Plan Sponsor,ON,Central,2022-03-19,1,brownreginald@gmail.com
ADV9410814,Lisa Ramirez,Independent Advisor,ON,Central,2009-12-21,1,diazkatherine@hamilton-castillo.com
ADV6521740,Michelle Pope,Career Sales Force,BC,West,2009-07-27,0,princedanielle@hotmail.com
ADV1513176,Alexander Morrison,Independent Advisor,QC,East,2008-08-18,1,elizabethnicholson@gmail.com
ADV7032682,Olivia Chen,Career Sales Force,AB,West,2009-08-16,1,guzmanbrian@yahoo.com
ADV7580942,David Hodge,Digital/Direct,QC,East,2022-05-16,1,barrettnatalie@yahoo.com
ADV1981475,Tina Dawson,Independent Advisor,AB,West,2009-08-18,1,zrodriguez@yahoo.com
ADV1332927,Leah Baker,Independent Advisor,AB,West,2008-11-27,1,rsexton@gmail.com
ADV9771177,Brittany James,Independent Advisor,ON,Central,2015-05-14,1,gallegosandrew@yahoo.com
ADV7450251,Elizabeth Garrett,Digital/Direct,NB,East,2019-04-09,1,jesse03@yahoo.com
ADV1029692,Chad Moore,Independent Advisor,ON,Central,2019-07-03,1,danielriggs@murphy-freeman.biz
ADV5836689,Leslie Delgado,Independent Advisor,QC,East,2013-06-25,1,palmerjonathan@edwards-welch.biz
ADV6586365,James Wright,Career Sales Force,AB,West,2009-06-30,1,sherrysavage@love.com
ADV2569519,Sheri Santana,Digital/Direct,ON,Central,2021-03-18,1,brandongreen@sexton-cummings.com
ADV5273388,Mark Scott,Independent Advisor,QC,East,2010-11-17,1,vstanley@mcbride-ferguson.com
ADV5381758,John Holmes,Career Sales Force,ON,Central,2022-03-29,1,sdavis@yahoo.com
ADV4807061,Jennifer Gilmore,Digital/Direct,ON,Central,2020-09-04,1,jcruz@perry.com
ADV9718250,Cynthia Maxwell,Career Sales Force,ON,Central,2011-12-10,1,mark75@yahoo.com
ADV1255817,Gabrielle Price,Career Sales Force,ON,Central,2016-12-20,1,lisasantiago@peterson.net
ADV0211596,Mr. Stuart Orozco MD,Independent Advisor,ON,Central,2008-01-05,1,jeffreygarcia@sims-mcintyre.biz
ADV8503800,Stephen Johnson,Career Sales Force,QC,East,2016-06-02,1,russelldominique@gmail.com
ADV8097650,Jessica Young,Independent Advisor,QC,East,2017-11-01,1,amberrichardson@hotmail.com
ADV4894870,Brittany Rodriguez,Career Sales Force,QC,East,2019-03-21,1,katieleonard@gmail.com
ADV6657853,Maria Holland,Career Sales Force,BC,West,2011-10-30,1,michelle55@gmail.com
ADV9966141,Shawn Young,Career Sales Force,ON,Central,2013-11-27,1,william17@hotmail.com
ADV5829109,Cheryl Ponce,Career Sales Force,ON,Central,2014-01-04,1,ambermartinez@jordan.biz
ADV1773030,James Martin,Group Plan Sponsor,AB,West,2022-11-28,1,montgomeryamanda@roberts-hill.info
ADV6898787,Jamie Smith,Independent Advisor,MB,Central,2023-01-15,0,lancejenkins@jackson-williams.org
ADV6934932,Terri Mason,Independent Advisor,QC,East,2021-09-29,1,david84@smith.info
ADV1258167,Wendy Hall,Independent Advisor,ON,Central,2013-05-31,1,zhangjesus@hotmail.com
ADV8714996,Christopher Duran,Independent Advisor,AB,West,2013-07-03,1,cwright@yahoo.com
ADV9609132,Barbara Zavala,Career Sales Force,MB,Central,2016-09-17,1,alvaradoandrew@gmail.com
ADV7068738,David Carroll,Career Sales Force,ON,Central,2020-04-10,1,jacksonryan@yahoo.com
ADV3650019,Courtney Davis,Independent Advisor,ON,Central,2020-04-13,1,garnold@carroll.com
ADV9490920,Deborah James,Independent Advisor,ON,Central,2019-04-06,1,lloyddavid@anderson.com
ADV7327371,Kyle Campbell MD,Bank/Partner,QC,East,2021-09-25,1,pamelahoward@mcgrath.com
ADV0362174,Jessica Garcia,Digital/Direct,MB,Central,2016-01-09,1,harmontiffany@wallace-phillips.com
ADV4200602,Crystal Coleman,Bank/Partner,BC,West,2012-07-27,1,huertastephen@green-walker.com
ADV9373984,Michelle Haynes,Career Sales Force,ON,Central,2012-12-25,1,zpittman@martinez-hays.com
ADV6493866,Bobby Jefferson,Career Sales Force,QC,East,2019-01-02,1,cathyjohnson@hotmail.com
ADV3878818,Brianna Dickson MD,Career Sales Force,AB,West,2022-09-05,1,jacksonrobert@gmail.com
ADV8295323,Jenny Fitzgerald,Bank/Partner,QC,East,2017-01-11,1,frose@yahoo.com
ADV0676537,Bethany Anderson,Digital/Direct,AB,West,2015-11-28,1,valeriehodge@russell.biz
ADV8039891,Elizabeth Price,Digital/Direct,ON,Central,2010-09-24,0,joneserica@gmail.com
ADV4185207,Lacey Anthony,Career Sales Force,ON,Central,2009-10-29,1,robert43@horton.com
ADV8898789,Jennifer Henderson,Bank/Partner,QC,East,2019-11-30,1,mckinneysamuel@travis-browning.com
ADV4781631,Victoria Rice,Independent Advisor,QC,East,2011-12-26,1,allenkimberly@estrada.com
ADV1187166,Justin Snyder,Bank/Partner,NB,East,2021-10-26,0,zmyers@gmail.com
ADV5695653,Lisa Larsen,Independent Advisor,QC,East,2008-08-02,1,steven77@day.org
ADV8476677,Chase Rice,Career Sales Force,ON,Central,2023-01-31,1,brandi38@hotmail.com
ADV5653787,Rhonda Harris,Career Sales Force,ON,Central,2014-01-17,1,michaelmorse@cruz.net
ADV7830378,Kristy Diaz,Group Plan Sponsor,QC,East,2016-08-13,1,douglas73@hotmail.com
ADV5706657,Cynthia Jones,Independent Advisor,ON,Central,2008-12-11,1,smorrow@yahoo.com
ADV4567234,Carolyn King,Independent Advisor,BC,West,2018-10-21,1,sarahknox@johnson.com
ADV2333456,Ethan Johnson,Independent Advisor,ON,Central,2012-09-25,1,jacqueline72@newman-turner.com
ADV3847114,Charles Pham,Independent Advisor,ON,Central,2016-10-19,1,carolynwheeler@gmail.com
ADV3414672,Samuel Curry,Digital/Direct,QC,East,2015-12-29,1,paulbautista@allison-camacho.biz
ADV3557368,David Cantu,Career Sales Force,ON,Central,2017-03-04,1,davenportmegan@cole.com
ADV2833665,Julia Wright,Career Sales Force,BC,West,2016-11-26,1,brianlowe@hess-brown.com
ADV2098858,Heather Hernandez,Bank/Partner,QC,East,2018-09-28,1,jeffreypatel@hotmail.com
ADV4012393,Christina Harris,Independent Advisor,QC,East,2019-08-04,1,emccarthy@austin.com
ADV6265141,Lisa Johnson,Career Sales Force,BC,West,2009-08-02,1,holmestheodore@mathis.net
ADV8798271,Brian Perkins,Career Sales Force,BC,West,2015-09-14,1,melissa59@hotmail.com
ADV9769881,John Mclaughlin,Career Sales Force,AB,West,2008-02-01,1,kporter@hotmail.com
ADV0924068,Ryan Thomas,Career Sales Force,ON,Central,2009-07-05,1,stephen40@velez-snyder.biz
ADV8565459,Ryan Alvarado,Career Sales Force,ON,Central,2018-04-15,1,michelle83@singleton.info
ADV2465026,Daisy Rivera,Career Sales Force,BC,West,2011-07-31,1,yhebert@hotmail.com
ADV6796533,Timothy Jones,Independent Advisor,QC,East,2009-06-21,1,garciasara@norton-warner.info
ADV8471121,Elizabeth Peters,Digital/Direct,QC,East,2021-01-14,0,kcarroll@sanchez.com
ADV6652514,John Murphy,Digital/Direct,QC,East,2022-01-01,1,michael18@white-jones.net
ADV1011456,Jake Hamilton,Independent Advisor,BC,West,2022-05-05,1,richard25@gmail.com
ADV4107922,Tiffany Keller,Career Sales Force,ON,Central,2008-09-29,1,james60@stone.com
ADV3224779,Ross Lewis,Group Plan Sponsor,QC,East,2012-05-31,1,bartonbrianna@collier.com
ADV3430324,Eric Sanders,Bank/Partner,ON,Central,2020-03-05,1,cbrown@jimenez-lee.com
ADV1789019,Christopher Morgan,Independent Advisor,ON,Central,2022-10-05,1,ehall@gmail.com
ADV8535585,Jennifer Lang,Career Sales Force,BC,West,2014-03-17,1,gwalker@patel.com
ADV0672118,Matthew Dominguez,Career Sales Force,QC,East,2019-04-28,1,sarah03@holden.com
ADV4590285,Tony Daniel,Independent Advisor,ON,Central,2012-06-17,0,xpena@gmail.com
ADV0717784,Corey Sanchez,Independent Advisor,MB,Central,2014-07-01,1,markmorales@gmail.com
ADV2856165,Keith Fischer,Career Sales Force,BC,West,2022-10-10,1,jessica58@gmail.com
ADV2717951,Adam Harvey,Group Plan Sponsor,QC,East,2015-03-04,1,kevin43@reed.com
ADV5552625,Curtis Curtis,Independent Advisor,NS,East,2015-03-21,1,olivia56@gmail.com
ADV5678778,Kelly Lambert,Independent Advisor,QC,East,2021-08-11,1,teresa95@hall-hernandez.biz
ADV2254701,Douglas Cook,Career Sales Force,AB,West,2013-04-17,1,reedmario@hotmail.com
ADV7833541,Mrs. Kristen Preston,Bank/Partner,ON,Central,2011-08-09,1,jrodriguez@hotmail.com
ADV5878682,Gary Garcia,Independent Advisor,ON,Central,2014-12-03,1,jessicaharris@yahoo.com
ADV0196283,James Haynes,Career Sales Force,ON,Central,2012-11-19,1,wsmith@yahoo.com
ADV5202250,Jill Harrington,Independent Advisor,ON,Central,2018-03-20,1,thompsonsandra@gmail.com
ADV2536698,Danielle Blevins,Independent Advisor,QC,East,2008-06-18,0,benjamincraig@hotmail.com
ADV2665713,Heather Calderon,Bank/Partner,ON,Central,2022-04-20,1,ksmith@gmail.com
ADV8804210,Brittany Montoya,Career Sales Force,QC,East,2011-09-29,1,ryanchristopher@potts-smith.com
ADV5653769,Natasha Perez,Digital/Direct,ON,Central,2019-07-10,1,rhicks@white.com
ADV3245480,Kathryn Morton,Independent Advisor,ON,Central,2018-07-12,1,bradfordbrenda@christensen.biz
ADV5426850,Rhonda Sanders,Career Sales Force,NB,East,2013-08-30,1,harrissamantha@hotmail.com
ADV0463380,Matthew Russo,Career Sales Force,BC,West,2011-10-11,1,dherrera@jones.com
ADV0194139,Kayla Roberson,Career Sales Force,SK,West,2016-04-26,1,cooperjacob@yahoo.com
ADV6220712,Mr. Jeffery Brock,Career Sales Force,QC,East,2008-03-02,1,gmurphy@gmail.com
ADV3667233,Angela Baker,Independent Advisor,ON,Central,2013-12-15,1,jwheeler@morton.com
ADV0754919,Jeremy Wilson,Independent Advisor,QC,East,2011-10-08,1,robert37@hotmail.com
ADV6267338,Rebecca Pearson,Career Sales Force,QC,East,2014-09-05,1,michael26@moore.com
ADV1069515,Wesley Wilson,Group Plan Sponsor,ON,Central,2021-03-04,1,xalvarado@medina-peterson.net
ADV2863666,Vanessa Williamson,Career Sales Force,AB,West,2008-08-13,1,hernandezcolton@yahoo.com
ADV3504359,Sarah Rice,Independent Advisor,QC,East,2018-07-08,1,paul93@pittman.biz
ADV9461466,Kristina Burns,Digital/Direct,BC,West,2011-05-26,1,alexandra88@gmail.com
ADV9499503,Gloria Rodriguez,Bank/Partner,QC,East,2020-01-30,1,ruthclark@hotmail.com
ADV7598083,Amanda Hughes,Independent Advisor,QC,East,2016-02-27,1,youngclifford@yahoo.com
ADV8540155,Desiree Mcguire,Independent Advisor,ON,Central,2010-01-13,1,travis34@gmail.com
ADV5150146,Daniel Taylor,Career Sales Force,NB,East,2020-10-21,1,fergusonjoseph@kelly.org
ADV6983708,Stephanie Parker,Career Sales Force,ON,Central,2023-12-23,0,wilkinspaul@griffin.com
ADV3797901,Elizabeth Flowers,Independent Advisor,ON,Central,2013-04-17,1,davidortiz@yahoo.com
ADV6517091,Sean Soto,Career Sales Force,ON,Central,2015-09-24,1,maxwellcorey@yahoo.com
ADV4857794,Joanne Frey,Independent Advisor,QC,East,2010-03-29,1,caldwellkari@gmail.com
ADV9587168,Michael Chung,Career Sales Force,NL,East,2015-06-14,1,zochoa@bennett-meyer.net
ADV1818717,Haley Guerrero,Digital/Direct,MB,Central,2019-04-20,1,zjohnson@yahoo.com
ADV1592143,Christina Miller,Digital/Direct,BC,West,2009-04-17,1,christopher84@kim-murray.com
ADV0421209,Tami Torres,Bank/Partner,PE,East,2019-02-10,1,rojasvirginia@hotmail.com
ADV9384912,Sara Diaz,Independent Advisor,BC,West,2009-11-07,1,mary53@yahoo.com
ADV7284447,Daniel Harris,Career Sales Force,ON,Central,2017-04-30,1,xlove@villegas.com
ADV0778975,Christopher Harris,Career Sales Force,QC,East,2018-02-02,1,lwyatt@hotmail.com
ADV4383503,Angela Perry,Independent Advisor,ON,Central,2021-12-24,1,woodsandrew@yahoo.com
ADV2457415,Robert Henry,Independent Advisor,ON,Central,2019-03-02,1,edward99@hughes-pearson.com
ADV0872203,Phillip Russell,Independent Advisor,ON,Central,2014-08-25,1,xlambert@gmail.com
ADV0916528,Mark Williamson,Independent Advisor,ON,Central,2021-02-16,1,robertholloway@yahoo.com
ADV1876842,Joel Henderson,Independent Advisor,NS,East,2013-03-08,1,jennifer03@lin.biz
ADV1948398,Jason Fisher,Career Sales Force,NT,West,2008-05-06,1,judith03@gmail.com
ADV3472025,Felicia Gallegos,Career Sales Force,ON,Central,2020-12-12,1,paulmichael@gmail.com
ADV1390040,Gregory Gilmore,Independent Advisor,BC,West,2011-11-04,1,katierogers@tyler.com
ADV0118157,Luis King,Independent Advisor,ON,Central,2013-01-13,1,zpatterson@yahoo.com
ADV6638018,Lacey Clark,Group Plan Sponsor,ON,Central,2013-04-21,1,abbottherbert@gmail.com
ADV0110156,Mr. David Sandoval Jr.,Independent Advisor,ON,Central,2019-06-04,1,qmartin@yahoo.com
ADV0906854,Douglas David,Independent Advisor,ON,Central,2017-03-14,1,matthewbrown@hotmail.com
ADV1283076,Aaron Brown,Bank/Partner,ON,Central,2018-08-02,1,dperez@hotmail.com
ADV0010616,Douglas Hayes,Career Sales Force,ON,Central,2012-12-16,1,btran@casey-james.net
ADV1973400,Desiree Johnson,Independent Advisor,ON,Central,2021-06-27,1,jennifer52@bell.com
ADV5063155,Alejandro Johnston,Independent Advisor,ON,Central,2022-07-28,1,pamela26@gmail.com
ADV7158287,Matthew Young,Independent Advisor,MB,Central,2012-11-18,1,gravesvalerie@yahoo.com
ADV4892901,Eileen Peterson,Career Sales Force,ON,Central,2023-11-11,1,huangtraci@gardner.com
ADV0396605,Sara Bass,Digital/Direct,ON,Central,2008-11-11,1,ipeterson@lee.biz
ADV3422954,Rachel Johnson,Group Plan Sponsor,QC,East,2012-10-04,1,heatherchurch@rivera-jarvis.com
ADV0743615,James Daniels,Career Sales Force,ON,Central,2023-12-12,1,shuber@gmail.com
ADV8402053,Jason Parks,Career Sales Force,QC,East,2017-01-15,1,xmitchell@gmail.com
ADV1613902,Felicia King,Career Sales Force,ON,Central,2014-07-24,1,gibsonevelyn@bridges.info
ADV3529095,Karen Gardner,Bank/Partner,BC,West,2012-07-24,1,karenbell@patel-watson.com
ADV0112363,Jonathan Peterson,Independent Advisor,QC,East,2023-03-10,1,kristenlee@jordan.com
ADV7222382,Brent Zavala,Career Sales Force,BC,West,2012-06-12,1,natalieford@hotmail.com
ADV2961811,Patrick Knight,Bank/Partner,QC,East,2020-06-01,1,meganjoseph@yahoo.com
ADV4617170,Gerald Bauer,Independent Advisor,QC,East,2018-07-18,1,mary48@escobar.com
ADV4626663,Connie Hickman,Independent Advisor,ON,Central,2018-01-10,1,cheyenne53@yahoo.com
